Name,Text
"Udal, John Symonds","Udal, John Symonds  Papers, 1921-1922 Kenilworth, Warwickshire, England XVIII-E 2 items  1-25-53"
"Udal, John Symonds","Udal, John Symonds. Papers, 1921-1922. Kenil- worth, Eng.     The two items in this collection are letters from J. S. Udal to Macleod Yearsley concerning the publication of and reception given Udal's Dorsetshire Folk-Lore. Yearsley had written for a@ copy."
"Ullich, Richard","Ullich, Richard  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
"Unamuno y Jugo, Migue","Unamuno y Jugo, Miguel de  Papers, 1912-1913  Salamanca, Spain Section A 3 items  5-25-64"
"Unamuno y Jugo, Migue","Unamuno y Jugo, Miguel de. Papers, 1912-1913. Salamanca, Spain  Miguel de Unamuno y Jugo (1864-1936), Spanish author and scholar, spent most of his life in Salamanca where he taught at the university. He was rector of the university from 1901 to 1914, the period from which the three letters in this collection date. In 1912-1913 he wrote     these letters to Benjamin Burges Moore* (1878- 1934), author in 1915 of From Moscow to the Persian Gulf, Being the Journals of a Disen- chanted Traveller in Turkestan and Persia.  On May 14, 1912, Unamuno made an appointment"
"Unamuno y Jugo, Migue","Unamuno y Jugo, Miguel de 32 for Moore to visit him at his home in Salamanca, On January 7, 1913, Unamuno elaborated upon  his conception of God, discussed his work on  Del sentimiento tragica de la vida (published  in 1913), and commented on the agrarian question On July 4, 1913, he again related his prog-  ress with Del sentimiento tragica de la vida           and noted a new volume of poems in preparation. Moore was interested in Portuguese literature, and Unamuno suggested a list of authors and works for his reading. Among the authors were several about whom Unamuno stated opinions:"
"Unamuno y Jugo, Migue","Unamuno y Jugo, Miguel de  Joaquin Pedro Oliveira Martins, Jo&o de Deus, and Camillo Castello Branco. He also recommend- ed a history and anthology by Joaquin Mendes  dos Remedios as an excellent guide to Portuguese literature.  An autographed envelope came with one of the letters.  3     *Benjamin Burges Moore was an architect in New York City. In retirement he lived at La  Carriere, St. Jean-Cap Serrat, France. An obituary of him appeared in the New York Tiifies, Nov. 24, 1934, p. 16."
"Uncapher, Israele","Uncapher, Israels  Papers, 1861-1863.  3 itemse  ist Lieutenant, 11th Regt. Pennsylvania Volse, Coe Fy 1861-1862.  Two memoranda written in Washington, DeCe,y and a muster roll of Coe Fy, lith Regte, Pennsylvania Volunteers Memorandum (Jane 30, 1861) states  Uncapher's views on secession, the other (May 26, 1861), describes Col. Elmer Ellsworth's funeral and the warlike atmosphere in Washingtone  22 JUN 87 16016394 NDHYme SEE NEXT CRD"
"Uncapher, Israele","Uncapher, Israele Papers, 1861-18636 coe (Card 2)  1. United States. Armye Pennsylvania Infantry Regiment, 1lith (1861-1865). Company Fe 2+ Washington (DeCe )-—— History--Civil War, 1861-1865. 3e Secessione 4e Ellsworth, Ee Eo (Elmer Ephraim), 1837-1861. Ie Place: District of Columbia--Washingtone  22 JUN 87 16016394 NDHYme"
"Underwood, James","Underwood, James  Papers, 1824-1831  Cincinnati, Hamilton Co., Ohio Section A 5 items  1-21-58  GUIDE"
"Underwood, James","Underwood, James. Papers, 1824-1831. Cincinnati, Hamilton Co., 0. 3 items, Sketch,     Three Letters dealing with personal affairs, two of them addressed to James Underwood."
"Underwood, R. T.","Underwood, Re Te Reminiscence, nede 1 item (7 De )e An account of the purported last fighting by regular Confederate soldiers acting under orders during the Civil War near Waynesville, NeCe on May 6, 18656 Included is the substance of a statement by Captain ReTe Conley as well as an eyewitness account by Underwoode Units engaged in the ¥ fighting were the Second North Carolina (tours Infantry Regiment (Union) and the First North Carolina Infantry Regiment (Confederate), to which Underwood was assignede He also reported robbing and looting by fe deral troops in the countryside, ££ and mentions Confederate c olonels James Re Love 25 JAN 93 27312156 NDHYme SEE NEXT CRD"
"Underwood, R. T.","Underwood, Re Te  Reminiscence, eee (Card 2) and Thomas, and Union Cole LeCe Bartlette  Confederate soldier in the First North Carolina Infantrty Regiment, Company Ae  1e United States--History-—-Civil War, 1861-1865--Campaignse 2e United States--History--Civil War, 1861-1865-- Personal narratives, Confederatee Je Waynesville (NeCe)——-History--Civil War, 1861-18652 4-¢ United States--History-—— Civil War, 1861-1865--Destruction and pillagee Se United Statese Armye North  Carolina Infantry Regte,y 2d (1863-  (Mom tains ) 1865 De 66 Co nfederate States of Americae irry® e North Carolina infantry Regt ey iste Company Ae  NcD 25 JAN 93 27312156 NDHYme"
"Underwood, Ruth Elizabeth","Underwood, Ruth Elizabeth (Newton) Papers, 1926-1942 Atlanta, Fulton Co., Ga.  Section A 27 items &4 vols. 5-28-71"
"Underwood, Ruth Elizabeth","Underwood, Ruth Elizabeth (Newton). Papers. Atlanta, Fulton Co., Georgia     Ruth Elizabeth (Newton) Underwood lived in Nashville, Tennessee, and Kobe, Japan, before her marriage to Emory Marvin Underwood in 1905. They had two children, Newton and Florence M. In 1931 Mr. Underwood became the judge of the  U.S. District Court for the Northern District of Georgia. This collection contains material relating  to the Southern Conference on Women and Child- ren in Industry. This organization was formed"
"Underwood, Ruth Elizabeth","Underwood, Ruth Elizabeth (Newton) 2 in October, 1930, in Atlanta, Georgia, and Mrs. Underwood was named chairman of the group. In 1931 there were 28 regional, state, and local organizations affiliated with the Council, which had as its purpose the establishment of uniform minimum standards regulating the employment of women and children in industry. The records in- clude a report, resolution, minutes, letters, financial papers, and a leaflet on the group. Both Thomas Watt Gregory and George Foster Peabody wrote letters éxpressing approval of the Council. Letters of June 18 and 19, 1931,"
"Underwood, Ruth Elizabeth","Underwood, Ruth Elizabeth (Newton) 3 tell of the work being done by the Texas Section of the Council. Lucy Randolph Mason worked for the Virginia Section; this department has a collection of her papers. There is a pamphlet entitled The Laws of the State of Georgia. ..  and four volumes: a cashbook, notebook, and two booklets."
"Underwood, Samuel Bobbit ","Underwood, Samuel Bobbit  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
Underwood & Underwood,"Underwood &Underwood  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
Union Hotel,"Union Hotel  Papers, 1875-1878  Union, Union County, S.C. 3622-3623 2 vols. 5-23-74  (See also bound vol. cards)"
Union Hotel,"Union Hotel. Papers. Union, Union Co., S.C,     The two volumes are the Union Hotel's Led- ger, 1875-1878, and Register, 1875-1877. Thom- son & Wallace were the proprietors until early 1877 when the owners were listed as Wallace & eC The latter were E, R, Wallace and J. H. Allen."
Union Hotel,"Union Hotel     Union Hotel  Ledger, 1875-1878  Union, S. C.  5-23-74"
Union Hotel,"Union Hotel     Union Hotel  Register, 1875-1877  Union, S. C.  5-23-74"
Union Manufacturing Company,"Union Manufacturing Company  Papers, 1848 (1848-1868) 1931  Randleman, Randolph County, North Carolina Cab. 48 & 1 item & 1 vol.  Vol .¥-2696 l vol. added, 10-30-67 12-5-+67"
Union Manufacturing Company,"Union Manufacturing Company. Papers, 1848 (1848-1868) 1931. Randleman, Randolph Co., North Carolina.  The Union Manufacturing Company conducted a variety of milling operations during 13848-1868 that included a cotton mill, a linseed oil mill, a cotton gin, carding machines, a flour mill, a saw mill, and possibly other enterprises. Its     history is recorded in the Minute Book, 1848- 1868, from the meetings of the stockholders. The minutes provide considerable information about the business, which is also occasionally related to general economic conditions."
Union Manufacturing Company,"Union Manufacturing Company Fs Financial statistics were reported regularly. The company was organized in 1848 and located at Dicks' Mills, now Randleman, on the Deep River. James Dicks had a mill at the site, and he became one of the directors. The other original officers were: Samuel Hill, president Joseph Newlin, secretary; william Clark, Jesse Walker, Joseph Newlin, and William Hinshaw, directors. In 1868 the mills were sold to George W. Simpson and J. B. Randleman, and the Randleman Manufacturing Company was incorporated in 1069. Other corporate changes occured during"
Union Manufacturing Company,"Union Manufacturing Company s  the following century, and the current textile mill in the town is the Randleman Plant of Cone Mills Corporation which presumably occupies the same site. The corporate changes may be traced in Davison's Textile Blue Book and Moody's Industrial Annual. The Union Manufacturing Company is noted in J. A. Blair, Reminiscences              of Randolph County (Greensboro, 1890), pp. 36- 37, and its successor appears in Branson's Nort           Carolina Business Directory. A map of the plan in 1838 is printed in Trinity Colleg     and Mills of Ranaolph, Guilford, Montgomery,"
Union Manufacturing Company,"Union Manufacturing Company 4 and Davidson Counties, N. C. (New York, 1889) - volume filed on 35=46. £ fi Ff4/27  A clipping that was found within the volume is a biographical sketch in 1931 of Samuel Hill (1857-1931), lawyer and business executive who was a grandson of Samuel Hill, the company's first president.        1 vol. added, 12-5-67. Daybook A records the financial transactions of the Union Manufacturing Company during the first fourteen months of its operations - July, 13848 to Sept., 1349. The capital investments appear on pages  2-7 S"
Union Manufacturing Company,"Union Manufacturing Company 5  The entries in the daybook primarily record the sale of mercantile goods. These entries apparently explain the references to a store in the financial reports and minutes. The latter records indicate that the textile mill was not yet in operation during the period of Daybook A, and store transactions predominate     in it. However, the entries for the capital stock and other items and services make the daybook a general book or original entry rather than just a book for the store. The pages are labeled “Union Factory"" rather than ""Union"
Union Manufacturing Company,"Union Manufacturing Company 6 Factory Store."" However, an exact definition of the place of this volume within the company’ bookkeeping system must await examination of a complete set of the early account books, especially the ledger."
Union Seminary,"Union Seminary  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada,"United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada, Local Union No. 102 Papers, 1916-1955  Knoxville, Knox Co., Tenn,  59-A, 2,989 items & 5 vols.  Boxes 23-27 of Laber Archives  8-31-76"
United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada,"United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and.Canada, Lecal Union No. 102. Papers.  Knoxville, Knox Co., Tenn.     The papers of the United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and Canada, Local Union No. 102 (AFL)  consist of cerrespondence, printed material, and volumes. The bulk of the correspondence spans the years, 1944-1948, there being only a few earlier items, A few items in 1917 concern a convention of the Tennessee Federation of"
United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada,"United Asseciation of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and Canada, Local Union No. 102     Labor, and there is one letter in 1927. The correspond - ence is primarily that of E, P. Reiche in his capacity as secretary of Local 102 at least from 1943 to 1948. Many of the letters to Reiche are handwritten communica- tions from union members concerning routine union matters,  dues, withdrawal of members, or requests for clearance cards. Other topics that appear are employment, labor conventions, and Labor legislation.  A small section of printed material is composed of two"
United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada,"United Association of Journeymen and Apprentices of the 3 Plumbing and Pipefitting Industry of the United States and Canada, Lecal Union No. 102     pamphlets: a working agreement and rules ef procedure for Lecal 102,  The volumes are four Minute Beoks: 1916-1918, 1918- 1920, 1925-1927, and 1927-1930. All of the books contain a rell call of officers, and some of them include a  listing of committees, members, or officers. Since this collection has not been cataloged in detail, only general subject entries have been made for it."
United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada,"The United Asseciation of Journeymen Plumbers, Gas Fitters, Steam Fitters and Helpers and Sprinkler Fitters of the United States and Canada, Plumbers and Fitters Local Union Ne. 227  Papers, 1913-1930  Columbia, Richland Co., S.C. 59-A, 27 items and 1 vol. Bex 28 of  Laber Archives 8-31-76"
United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and  Canada,"The United Association of Journeymen Plumbers, Gas Fitters, Steam Fitters and Helpers and Sprinkler Fitters of the United States and Canada, Plumbers and Fitters Lecal Unien No. 227. Papers. Columbia, Richland Co., S.C     The United Association of Journeymen Plumbers, Gas Fitters, Steam Fitters and Helpers and Sprinkler Fitters of the United States and Canada.is affiliated with the  City and State Federation of Labor, The loose papers, spanning the years, 1913-1929, centain primarily minutes of meetings of Local 227, but alse financial information and ""in memoriam""resolutions. The volume is a Minute  Beek, 1922-1930."
United Brotherhood of Carpenters and Joiners of America,"United Brotherhood of Carpenters and Joiners of America, Local Union No. 384  Papers, 1888-1891 Asheville, Buncombe Co., N.C. 1 Reel Negative  5-12-54 Property of C.G. Worley, Arden, N.C., filmed by Duke University."
United Brotherhood of Carpenters and Joiners of America,"United Brotherhood of Carpenters and Joiners of America, Local Union No, 384. Papers. Ashe- ville, Buncombe Co., N.C,     This collection consists of a  copy of a Minute Book of the United Brotherhood of Car- penters and Joiners of America, Local Union No. 384 (AFL). The volume covers the period from the organization of the carpenters and joiners’ loca  in the hall of the Knights of Labor in Asheville on Apr. 16, 1888, to Jan. 12, 1891. The problem that concerned this union most during that time was how to get the working day shortened from ten to nine hours. The union also concerned itself with sickness es"
United Brotherhood of Carpenters and Joiners of America,"United. Brotherhood..of. Carpenters and Joiners.of. America, 2 Lecal Union No. 384     benefits for its members, aid to three members who had lost their tools in a fire, expulsion of one of the mem- bers for embezzlement, cooperation with the Knights of Labor and the Printers' Union in staging a Labor Day cele- bration in Asheville in 1890 as well as with the Knights of Labor and the Farmers' Alliance in having receptions  and picnics, and Thanksgiving offerings to the Mission Hospital in Asheville and to the Thomasville (N.C.) orphan- age.  A report made to the union on Oct. 27, 1890 tells how"
United Brotherhood of Carpenters and Joiners of America,"United.Bretherhood of Carpenters and Joiners of America, 3 Local Union No. 384 many carpenters in Asheville were still working the ten- hour day and how many had switched to the nine-hour day, and also how many employers were abiding by the old schedule and how many had adopted the shorter working day. Since this collection has not been cataloged in detail, only general subject entries have been made for it."
United Brotherhood of Carpenters and Joiners of America,"United Brotherhood of Carpenters and Joiners of America, Local Union No. 1778  Papers, 1943-1947  Columbia, Richland Co., S.C. 59-A, 245 items Box 20 of  Labor Archives  8-31-76"
United Brotherhood of Carpenters and Joiners of America,"United Brotherhood of Carpenters and Joiners of America, Local Union No,.1778. Papers... Columbia, Richland Co., S.C.     This collection primarily consists of correspondence of the United Brotherhood of Carpenters and Joiners of America, Local Union No. 1778 (AFL). Letters written by Local 1778 officers, S. P. Sox, President; J. Frank Shull,  Business Agent; and the Financial Secretary, are included. The national union is represented alse by communications of William L. Hutcheson and Frank Duffy, General President and General Secretary, respectively. Much of the corres- pondence concerns financial matters, for example dues and"
United Brotherhood of Carpenters and Joiners of America,"2 United Bretherhoed ef Carpenters and Joiners of America, Local Union No. 1778     pensions, as well as legislation.  A small felder contains seme correspondence for 1945 of two officials of the South Carolina Laber News. They are Frank R. Gilbert, Editer, and Claud R. Beland, Business Manager. The News, printed in Columbia, is the efficial ergan of the Seuth Carelina Building and Construction Trades Association.  Since this cellectien has net been cataleged in detail, the entries made for the Autegraph and Subject files may  be incomplete."
United Cigarette Machine Co.,"-e 6th 132B-C, Tth 13°2A23-7 (56-688) United Cigarette. Machine Coe Records, 1887-1953. 1587 items. Lynchburg; yeeusse companye Contracts, oes papers, tax reports, minutes, as ms as photographs,  blueprints and catalogs of the various  machines manufactured by the company (such as the Universal, U-K, Improved Bonsack and Heckendorn cigarette machines )e«  Unprocessed collection. Cataloged from accession recordse  *hab  1. United Cigarette Machine Coe 2. Cigarette man ufacture and tradee 3e Machinery-— -Drawingse  19981116 #40329116 NDHYme"
United Confederate Veterans,"United Confederate Veterans  Papers, n. d.  Section A  12-20-74"
United Confederate Veterans,"United Confederate Veterans. Papers     This small volume is the North Carolina Division, United Confederate Veterans, Song Book (n. d.). It was transferred from uncata- Toged advertising material."
United Daughters of the Confederacy,"United Daughters of the Confederacy  Papers, 20th Century  16 items"
United Daughters of the Confederacy,"United Daughters of the Confederacy. Papers     The printed material in this collection comes from all levels of the organization throughout its geographical distribution. There are programs, calendars, yearbooks, broadsides, announcements, etc. Eventually it may become possible to have some of the pamphlets and serials cataloged for the main public library."
