Name,Text
Vaiden & Young,"Vaiden & Young  Papers, 1891-1896 Ford, Dinwiddie Co., Va. 1-c  5-16-83"
Vaiden and Younge,"e 2nd 20:E Vaiden and Younge sapere, 18981-1896. Ve  General merchandise store in Ford, then known as Ford's Depot; a village on the Norfolk & Western Railroad in northern Dinwiddie Coe, Vase SeEe Vaiden was also a farmere  Collection consists of the business! ledger, referred to as Ledger Ce Accounts are marked as continued in a Ledger D, so the business apparently continued after 1896- Entries do not usually itemize goods by namee The Cash Sales Accounts however, shows cash sales totaled each month; and they are compared to t he same month in the previous year@ e Annual sales were Similarly rec ordede Figures  21 APR 98 38991330 NDHYme SEE NEXT CRD"
Vaiden and Younge,"e 2nd 20:E Vaiden and Younge Papers, eee (Card 2) indicate a considerable fertilizer trade as well as general economic conditions at the timee Another unusual feature is the “Annual Statement of Business"" listing assetse Young Later had a store of his own; see the JeEe Young papers in this repositorye Cataloged from manual recorde See related collection in this “sees seer? JeEe Young paperse cs  Fertilizer industry-—-Virginiae 2e Dinwiddie County (Vae )—-Economic conditionse Je Guanoe 4- Business records--Virg & inia--Dinwiddie  Countye 5e G 21 APR 98 38991330 NDHYme  enres Ledgere"
Vaiden & Young,"Vaiden & Young. Papers. Ford, Dinwiddie Co., Virginia     Vaiden & Young, dealers in general merchan- dise, operated a store at Ford, then known as Ford's Depot, a village on the Norfolk & West- ern Railroad in northern Dinwiddie County. Ledger C, 1891-1896, records their business.  Accounts in Ledger C were marked as continued in a Ledger D, so the business continued after 1896. Only one Vaiden and one Young have ac- counts in Ledger C, so they presumably were  the partners. S. E. Vaiden, for whom there is"
Vaiden & Young,"Vaiden & Young 2  also a land account, had a personal account in which there are annual credits for J. E. Young. Young's account records regular monthly pay- ments for services, presumably for working in the store. Young later had a store of his own; see the J. E. Young Papers. S. E. Vaiden was     also listed as one of the principal farmers at Ford's Depot in Chataigne's Virginia Gazetteer and Classified Business Directory, 1890-91.  The entries for transactions in Ledger C do not usually itemize goods by name. The Cash"
Vaiden & Young,"Vaiden & Young 3     Sales Account, however, is especially interest- ing, because cash sales were totaled each month and compared to the sales for the same month in the preceding year. Annual sales were simi- larly recorded and compared. These figures provide some indication of economic conditions. Another unusual feature is the account ""Annual  Statement of Business"" that lists the store's assets each year. Accounts for guano indicate a considerable trade in fertilizer."
"Vaihinger, Har","Vaihinger, Har Papers, 1884. Halle, Germany.  Josiah C. Trent Collection in the l item. History of Medicine--MS§%, Div.  48-60"
"Vail, Aaron","Vail, Aaron (d. 1815). Papers, 1793. New York.  Aaron Vail (ad. 1815), citizen of the state of New York and U.S. commercial agent at Lorient, France, was the father of the American diplomat of the same name whose career is described in the Dictionary of American Biography.  This legal document of March and June, 1793, is the appointment of Vail as American agent at Lorient. It cites the legal authority for such appointments and is signed by Joseph Fenwick, U. S. consul at Bordeaux, and by the  mayor of Lorient."
"Vail, Aaron","Vail, Aaron (d. 1815) Papers, 1793 New York  Seetion A  1-13-67"
"Valentine, Mann Satterwhite","e 6th 22:B Valentine, Mann Satterwhite, be 1859-6  Papers, 1870-1938 and nede  144 itemse  Richmond, Vae businessmane  Chiefly family correspondence, legal papers, and business papers of Mre Valentinee Letters concern typical family issues, but other Letters include details about a Confederate soldiers’ reunion at the Virginia Military Institute (1903), and about a trip Valentine took on the SeSe Boltiaghes to the Netherlands and the Azores (1920). Other items include receipts, stock certificates, bills, a few photographs, and legal papers pertaining to the estates of the Pendleton ton @ iis, Louisa County, Vae, and the Meredith family of  07 APR 97 36689503 NDHYme SEE NEXT CRD"
