Name,Text
San Francisco,"San Francisco, Cae sun ee 1847-1848.- Ve Facsimite published in 1927 of the ""Town Journal"" account book of San Francisco, Calife , 1847-1848. Cataloged from accession recorde  ¥*pJj  le San Francisco, Calife 2e San Francisco, Calife--—History--19th centurye 3e California--History—-1846— 18500 4+. Genre: Account bookse  11 JUL 95 32794830 NDHYme"
"Sanarelli, Guiseppe","Sanarelli, Guiseppe. Papers, 1907. Pratovecchio, Agezzo, Italy.  Josiah C. Trent Collection in the 1 item. History of Medicine--MSe. Div.  4~8-60"
"Sanarelli, Guiseppe","Sanarelli, Guiseppe. Papers, 1907. Pratovecchio Arezzo, Italy. 1 item. Sketch.  Guiseppe Sanarelli, director of the hygienic institute of the University of Rome and member of the Chamber of Deputies, thanks the Duca Vinc. Caracivolo di Sanvito for an invitation to become a member of the National League, ""Pro-Italia""."
"Sanborn, Franklin Benjamin","sanborn, Franklin Benjamin. Papers, 1869-1875. Northampton, Hampshire Co., Mass.  Josiah C. Trent Collection in the 2 items. History of Medicine--5, Div.  48260"
"Sanborn, Franklin Benjamin","Sanborn, Franklin Benjamin. Papers, 1869-1875. Northampton, Mass. 2 items. Sketch.     Franklin B. Sanborn (b. 1831) was reformer, editor, and author; he served as chairman of the Mass. State Board of Charities, secretary of the American Social Science Association, and investi gator of the Mass. lunacy system. Because of this interest in insanity, Pliny Earle wrote him a review of the reliability of statistics on the ""curability"" of insanity in 1875."
"Sanders, Charles Richard","MSCAT  Sanders, Charles Richard, 1904- Papers, 1926-1980. 7,000 items (13.5 lin. ft.)  English professor, Duke University - Correspondence, clippings, printed material, chiefly relating to Sanders’s professorial career. Includes information about the Benneham-Cameron Plantation in  Durham County. Some of the letters are divided by name of correspondent. Also includes some copies of Duke doctoral dissertations for which Sanders served as Chair.  Gift: 4/8/93 Accessioned: 10/18/93  Acc. No.: 93-197 &"
"Sanders, Charles Richard","Sanders, Charles Richard, 1904- Papers, 1922-1985. Addition, 10,500 (14 lin. ft.)  Professor of English, Duke University -- Correspondence; , photostats, and photocopies of .. in other repositories; research notes; maps; photographs; genealogical charts; clippings; relating  to Sanders’ research on Thomas Carlyle; Lytton  Strachey and the Strachey Family; and the Cameron  Family of North Carolina. Also personal  correspondence, notebooks from college and graduate  courses (Emory, Univ.. of Chicago), class records from (continued on next card)"
"Sanders, Charles Richard","Sanders, Charles Richard, 1904- Card 2  courses taught by Sanders, reprints, clippings, typed copies of  and speeches, and _ printed material.  Gift: 1/11/94  Accessioned: 5/11/94  Acc. No.: 94-016"
"Sanders, Charles Richard","Sanders, Charles Richard, 1904-  Papers, 1922-1985.  cae 17,500 itemse  English professor, Duke University, Durham NeCe  Correspondence, clippings, , photostats, research notes, maps, photographs, genealogical charts, notebooks, class records, typed copies of  and speeches, and printed materials, chiefly seseciog * Sanders! professorial careere Inc waen information on Sanders’ research on Thomas Carlysle, Lytton Strachey and the Strachey family, and the Bennehan- Cameron plantations in Durham Countye Also includes some copies of Duke - doctoral. diss ertations for which Sanders serve das chaire  11 JUL 95 32794907 NDHYme SEE NEXT CRD"
"Sanders, Charles Richard","Sanders, Charles Richard, 1904- Papers, ece (Card 2) Unprocessed collectione Cataloged  tron accession recorde  PJ le Carlyle, Thomas, 1795-1881e 2.6  Strachey, Lytton, 1880-19326 36  Strachey familye 4e Bennehan famiiye  Se Cameron familye 66 College  teachers-—-North Carolina-—  Correspondencee 7e Duke Universit  Depte of English--Facultye 8+ English  literature--Study and teaching  (Higher)e 9Q9e Cameron Plantation (NeCe )  10. Stagville Plantation (NeCe) i116  Fairntosh Plantation (NeCe) 12¢ North  Carolina-—-Gen ealogye 13- North  Carolina-—-His torye  11 JUL 95 32794907 .NDHYme"
"Sanders, J P N ","M- 3524    Recs Sanders, J P N ae  inal  Notebook, May 8, 1856, Emory, Washington County, Virginia Sept. 24, 1935,  [Chemistry lecture notes of a student at Emo and Henry College.]"
"Sanders, J P N ","-e M23524 Sanders, J ePeNe Notes, 1856. 1 we Student. Collection consists of a volume of notes on tectures in chemistry taken by a student at Emory and Henry College, Vae  Cataloged from Guide. *lcs  le Sanders, JePeNe 2e Emory and Henry College--Studentse 3. Chemistry --Study and teachinge 4+ Emory and Henry Coltlege--Curriculume 5-6 Education--Virginiae  10 AUG 98 39670129 NDHYme"
"Sanders, James R.","Sanders, James Re  Papers, 1847-1861.  8 items.  Penfield (Greene Coe), Gae resident.  Collection contains correspondence concerning legal business and the treatment of a sick or an injured slave; and billse  Cataloged from Guide. *lcs  1e Sanders, James Re 2- Slaves-— Medical care--Georgiae 3- Slavery-—— Georgiae 4+ Penfield (Ga-e )—~-Historye  10 AUG 98 39670145 _NDHYme"
"Sanders, James R.","SANDERS, James R Letters, 1847-1861. Penfield, Georgia. 8: pieces Sketch.     Senders was apparently a lawyer of Penfield, Georgia. One of the letters concerns ithe treat- ment of a sick or injured slave; the others refer to legal business,  4 items added 8-19-57 are only bills pertain-  ing to James R. Sanders. These items were originally in the Don Preston  Peters Collection."
"Sanders, Richard W., and John W. Greene","Do ni. Sanders, Richard W., and John W. Greene  Letters and Papers. 1808-1876. Wytheville, Virginia  2 boxes, cab. S& 225 letters 7 notebooks  NOVS 1933"
Richard W. and John W. Greene,"SANDERS, Richard W. and John W. Greene. Letters - and Papers. 1808-1876. Wytheville, Virginial  232 pieces. Sketch.  The letters are chiefly family, business and personal correspondence, throwing light on soci- al life in Wytheville, conditions in Missouri, and comment on the War of 1822, the Mexican War, amd the Civil War. The seven notebooks contain     accounts relating to the Sanders-Greene Pig Iron Furnace and its business with the Confederatte government during the Civil War."
Sanders Family,"Sanders Family Papers, 1806-1929 Walterboro, Colleton Co., S.C.  18-1 211 items & 3 vols. 7-19-71"
Sanders Family,"Sanders Family  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
Sanders Family,"Sanders Family. Papers. Walterboro, Colleton Co., S.C.     These papers are primarily those of Derrill, Burrell, and Benjamin K. Sanders and their immediate families, who were small plantation owners in Colleton County, South Carolina. The correspondence is both personal and business  in nature. Personal letters are generally between relatives, while many of the business letters are from various cotton factors in Charleston. Early financial papers are primar- ily household and plantation accounts, but"
Sanders Family,"Sanders Family 2     there are several receipts for the sale of slaves. Later financial papers are mostly tax receipts. Legal papers in the collection con- sist of wills, deeds, and records of lawsuits, usually for nonpayment of debts. Of the three volumes in this collection, one marked ""Pass Book"" contains a list of slaves and their pri-  ces. Other pages of this book are an ""Account of Lost time for the year 1866,"" and is a record of days missed and wages lost by Negro  workers."
"Sanderson, Henry","‘ fink eel Sanderson, Henry Sanderson Furniss,\ First) Baron  See Furniss, Henry Sanderson, First Baron Sanderson"
"Sanderson, Henry","e 6th 10°SEB Sanderson, Henry Sanderson Furniss, Baron, 1868-1939- Letter, 1930. 1 iteme Member of the House of Lordse Collection consists of a letter fros Sanderson commenting upon leaving his post at Oxford ' University and assuming his duties in the House of Lordse Cataloged from Guidee *lcs  le Sanderson, Henry Sanderson Furniss, Baron, 1868-1939~-« 2e Great Britaine Parliamente House of Lords-- Cfficials and employeese  25. JUN 98 39352907 NDHYme"
"Sanford, Terry","Sanford, Terry, 1917- Papers, ca. 1985-1992. 237,600 items.  RESTRICTED  Governor of North Carolina, President of Duke University, and U.S. Senator from North Carolina --  Correspondence (Constituent, personal, and official); legislation; printed materials; and speeches documenting the Senate career of Senator Sanford. Includes papers generated by committees on which Sanford served (Select Committee on Ethics, Banking,  (Continued on next _—"
"Sanford, Terry","Sanford, Terry. (Card 2)  Housing, and Urban Affairs; Budget; Foreign Relations; and Aging.  Gift: - 1/2/93  Accessioned: 4/5/93  Acc. No.: 93-001"
"Sanford, Terry","Sanford, Terry, 1917- Papers, 1987-1992. Addition, 4500 items.  RESTRICTED  Governor of North Carolina, President of Duke University, and U.S. Senator from North Carolina -- Senate journal (1987-91 RESTRICTED), campaign files, appointment books, daily schedules, policy notebooks, clippings, and other papers.  Gift: 1/11/93 Accessioned: 4/15/93 Acc. No.: 93-002"
"Sanford, Terry","Sanford, Terry, 1917- Papers, 1990-1993. Addition, 19 items (1.5 lin. 1%.)  U.S. Senator, President of Duke University, Governor of North Carolina -- Printed material (misc. government publications), audio cassettes (2), and video recording (7 copies.  Gift: Nov. (?) 1993  Accessioned: 4/27/94  Acc. No.: 94-034"
"Sandford, Thomas, and Co.","Sandford, Thomas, and Co., and Samuel Willard Tillinghast  Sales Book, 1832-184  Recataloged as part of the Tillinghast Family Papers"
