Name,Text
"McLanahan, Isabella Craig","McLanahan, Isabella Craig  Notebook, n. d.  Franklin Co., Pa.c?3 66 pp. Boards 18 x 15 cm. 7-29-58  GUIDE"
"McLane, Louis ","McLane, Louis Letters. 1830 - 1838 Washington, D.C.  section A  roi added tem added 8-30-57 "" 5-14-58"
"McLane, Louis ","McLane, Louis, Letters. 1830 - 1838, Washington, D.C. 7@ pieces Sketch     McLane ( 1786 - 1857) was born in Delaware, served for a short time in the Navy, studied and practised law and entered politics. He served in Congress supported the U.S. Bank, was minister to England, and in 1831 became Secretary of th Treasury, and in 1833 the Secretary of State. He later became president of the Baltimore and Ohio Railroad and parti- Cipated in negotiating the Oregon question.  See D.A.B., XII, 113, ff]"
"McLane, Louis ","McLane, Louis     1 item added 8-30-57. It is a circular letter of Oct. 1, 1831, sent by Louis McLane to manufacturers of iron and steel, requesting them to state the quantity and kinds of iron and steel manufactured by them in the last  three years.  This item was originally a part of the Don Preston Peters Collection. 1 item added 5-14-58; Letter of 1832 to  Hezekiah Niles relative to tke ""present crisis""  by which he perhaps me the nullification controversy."
"McLaurin, Anna B.","McLaurin, Anna B, Papers, 1841-1878  Griffin, Spalding Co., Georgia  Section A 48 items 8-27-70"
"McLaurin, Anna B.","McLaurin, Anna B, Papers, Griffin, Spalding Co., Georgia     This collection is almost entirely personal correspondence, An early letter (October 16, 1852) indicates that Anna McLaurin's father was the Reverend Hugh McLaurin, a minister in Fayetteville (N. C.) Presbytery. McLaurin is  mentioned in Manly Wade Wellman, The County of Moore (N. C.), 1847-1947, as having been minister of Mineral Springs Presbyterian  Church and the founder of a school in Moore"
"McLaurin, Anna B.","| McLaurin, Anna B / County. He moved to Georgia in 1852 and died in that year,  Anna McLaurin's most frequent correspondent was William A, Fuller, a conductor on the Western and Atlantic Railroad, who wrote regularly from June-August 16, 1872. Anna and Fuller became engaged in August. Fuller had gained fame during the Civil War as the conductor whose train, ""The General,"" was stolen by Union troops at Big Shanty, Georgia,  in 1862. Fuller gave chase on another train"
"McLaurin, Anna B.","McLaurin, Anna B,     in an escapade that became legendary. See William Pittenger, Capturin a Locomotive (Washington, 1884), e letters do not mention this incident,  Anna McLaurin died suddenly in August, 1872. The remaining letters are primarily condolences to her mother,"
"McLaurin, Duncan","McLaurin, Duncan  Papers, 1779(1822-1872)1922  Richmond County, N.c.  Q-F - 1883 items and  1 vol. 7-11-57 lh items added  GUIDE —"
"McLaurin, Duncan","McLaurin, Duncan  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
