Name,Text
"Great Britain, Army Commissariat","M (  SSe 6&-358) Great Britaine Armye Commissariate Records, 1£00-1801.- 14 itemse Letterbooks of Commissary General Henry Motz and Assistant Commissaries DeBels and Engelbach containing correspondence of: Mediterranean Service (1800, Octe —- 1801s June) and Egypt (1801, May-July)e These volumes contain information regarding the Egyptian Camgaign of 1801. Unprocessed collectione Cataloged from accession recordse  *hab  NeD 19981105 #40248869 NDHYme SEE NEXT CRD"
"Great Britain, Army Commissariat","&e (6&-358) Great Britaine Armye Commissariat. Records, eee (Card 2)  1e Great Britaine Army--Commissariate 2e Great Britaine Army--Officers-- Correspondencee 3e Great Britain-- History, Military--178S-1820-. 4. Toke sant °° Rt geen occupation, 1 —-1801-e« Se Genre: Letterbookse  NcD 19981105 #40248869 NDHYme"
Great Britain Papers (Political),". 6th 10:D,  @  179 itemse  Letters from many leading British political figures touching upon the main themes of the eighteenth and nineteenth centuries: the Irish question; rural education; the Napoleonic Wars; the bombardment of Canton; Balkan affairs; Chartist and Corn Law agitation; abolition of slavery; Poor Laws; political alliances; and democracye  Cataloged trom guidee  *hab  -Brwin""Oft-tc ec a Britain papers (political), 1717-  19981105 #40248684 NDHYme SEE NEXT CRD"
Great Britain Papers (Political),"e 6th 10:D,  BeastyrrOttice™ Great Britain papers (political), 1717- 19446 eee (Card 2) le Chartism--Great Britaine 2e Corn laws (Great Britain) 3+e Democracy-- Great Britain--Historye 4c Education, Rural--Great Britaine 5e Irish estione 6¢ Napoleonic Wars, 1800-  815e 7-e Poor laws--Great Britaine 8-e Slavery--Great Britain-——Emancipatione Se Balkan Peninsula--History—-19th centurye 10. Canton (China)--Historye 11. Great Britain--—Politics and geovernment--18th centurye 12¢ Great Britain--Politics and government--19th centurye 13- Great Britain--Politics and sovernee""@ t--20th centurye  NcD 18981105 #40248684 NDHYme"
Great Britain Papers,"Great Britain  Papers: 1.(Literary) 2. (Military and Naval) 3. (Miscellaneous) 4, (Political)  sfor hinte—to—eatategers  (See—followine—card of Britishmenuseripts,)"
Great Britain Papers (Literary),"Great Britain Papers (Literary), 1707-.1948 v. Pp. in Great Britain  XVIII- F 189 items & 1 vol. l item added, 6-29-61  419-61 items added, 5-22-61 items added, 7-12-61 items added, 7-24-61 items added,8-10-61"
Great Britain Papers (Literary),"Great Britain Papers (Literary), 1707-1948 v. p. in Great Britain  XVIII-F  i) be =  items  items added,9-12-61 items added,10-4-61 item added, 10-10-61 item added, 10-11-61 item added, 10-12-61 items added,10-13-61 item added, 10-14-61  4-19-61  4 2 1 1 1 2 1"
Great Britain Papers (Literary),"Great Britain Papers (Literary), 1707-1948 v. p. in Great Britain XVIII-. F 226 items  1 item added, 10-16-61 4-19-61 3 items added,10-19-61 1 item added, 12-1)-61 2 items trans. from G. Moore . (discon.), 11-13-61"
Great Britain Papers (Literary),"Great Britain Papers (Literary), 1707-1948 v. p. in Great Britain  XVIII- F l item added, 3-27-62 1 item added, 11-23-62  4019-61 4 items transferred to Samuel Rogers ., 1-5-63 items added, 9-4-63 items trans. from Misc. File, 9-20-63"
Great Britain Papers (Literary),"Great Britain  Papers (Literary), 1707-1948  v. p. in Great Britain  XVIII - F 2 items added, 9-20-63  1 item added, ""ii- 18-66 1 item added, 12-21-70  1 item transferred to Univ. Archives, Breedlove Papers"
Great Britain Papers (Literary),"Great Britian, Literary  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
Great Britain Papers (Literary),"Great Britain. Papers (Literary), 1707-1948. v. p. in Great Britain. 247 items and 1 vol. oketch. ' D+O  This collection consists of letters, poems, and clippings which relate to various British literary personalities between 1707-1926. These items are primarily usefulas autographs,     but occasionally letters contain details which might aad biographical research. Each item is listed in the autograph file by the name of the writer.  A number of prominent persons are mentioned in various letters. On Nov. 26, 1763, Andrew"
