Name,Text
"Credle, George V.","Credle, George Ve  Papers, 18538-1899  239 itemse  Merchant from Swan Quarter (Hyde County )y; NeCe  Business correspondence and papers of Credle, largely concerning commission merchants in Washington, DeCey, New Bern, NeCey and Wilmington, NeCey Norfolk, Vae, Haltimore, Mdey and New Yorke Shows working of credit system ian 1870's between southern commision merchants and their New York supplierse Topics include general stores, naval stores, and sale ot shinglese Includes two ledgers and some material on public  schools in 18 70%se ie  Unprocessed collectione Cataloged 16 JAN $6 34035845 NDHYme SEE NEXT CRD"
"Credle, George V.","Credle, George Ve Papers, eee from accession recorde  1e Merchants, American-- Corre spondenceée 2e Commission merchantSe Ge Hyde County (NeCe)-—  Commercee 4e Swan Quarter (NeCe )-— Economic conditionse 5e North Carolina--Economic conditionse G+ New York--Commercee 7e Virginia——Commercee  8e Maryland--Commercee Ge Washington, De Ce-—-Commercee 10. Interstate commerce--United Statese lie Public schools--North Carolinae  16. JAN 96 34035845 NDHYme"
"Credle, Nathaniel","Credle, Nathaniel  Letters, 1849  Swan Quarter,  Cab. 2.  Incorporated with the Charles MAY 30 1941 Manly Papers, 3-4-60,"
"Creecy, John Harvie","e Sece A Creecy, John Harviee Papers, 1949. 2 itemse Richmond, Vae residente Collection contains genealogy information of the Harvie familye + ple from Guidee cs  Ie Harvie familye  24 NOV 97 38000768 NDHYme"
"Crenshaw, Edward","Crenshaw, HKdward Papers, 1861-1864 Greenville, Butler. Co., Ala. Section A 17 items 7-25-60"
"Crenshaw, Edward","Crenshaw, Hdward. Papers, 15601-13604. Green- ville, Butler County; Alabama     Edward Crenshaw (1842- ) was a Greenville Ala., lawyer, and the son of Judge Walter Henry Crenshaw (1817-1878). See History of Ala. (1921), III, 423-424. He attended the Univer- sities of Ala. and Va.  The papers in this collection deal mainly     with Edward Crenshaw's service in the Confeder- ate Army. He was appointed 2nd Lt. in the Confederate Marine Corps, in May, 1864.  A letter of Jan. 2, 1861, to Crenshaw"
"Crenshaw, Edward","Crenshaw, Edward Z denounces president-elect Abraham Lincoln and th¢ Abolitionists, and expresses a yearning for joining S. C. in secession.  Judge Crenshaw writes to his son, Edward, on May 28 about the war situation. The son, a student in the U. of Va., has joined a company, headed by Professor Albert Taylor Bledsoe, which will presunably start for the war, since Lincoln has invaded Va. The father has sent the son $75.00 in gold by the Adams Express. A Home Guard will be established in Manningham, Ala., where the father is writing, so as to learn some"
"Crenshaw, Edward","Crenshaw, Edward     3 thing of military tactics by the time Lincoln invades Ala. There are to be some 60 people in the Guard, headed by the Judge. C. S. Gen. Samuel Cooper's (1798-1876) book on tactics is praised. The Greenville, Ala., Guards (later Co. F, 8th Regt. of Ala. Inf. Vols.) left for Richmond yesterday. There is another company called the Rangers, commanded by Capt. Hill.  On Nov. 24, 1861, Edward Crenshaw was 3 leut. in Capt. Barnett's Co. of Butler's True Blues: (probably the Montgomery, Ala., True Blues). On Mar. 2, 1863, he was a captain"
"Crenshaw, Edward","Crenshaw, Edward 4     in the 9th Bn. of Ala. Inf. Vols. There is a letter of that date from the 36th Rezt. of Ala. Inf. Vols. See the letter of the 24th, which mentions the 36th and 38th regts. of Ala. Vols.  C. S. Gen. Henry De Lamar Clayton, Sr. (1827-1889) on May 19, 1863, orders Crenshaw to command the 9th Bn. of Ala. Inf. Vols.  On Feb. 8, 1864 Capt. Crenshaw was tempor-  arily made Inspector Gen. for Clayton's Brig. The last item is a letter of Sept. 9, 1864  to Crenshaw from Col. Jones from the Hq. of  Holtzclaw's Brig., Clayton's Div., Lee's Corps,"
"Crenshaw, Edward","Crenshaw, HKdward 5     Army of Tenn. Crenshaw has sailed from Wilming- ton, N. C., on the C. S. S. Tallahassee, which captured about 40 Union vessels during the war. Holtzclaw's Brig. has been participating in the Atlanta, Ga., Campaign, though Gen. James Thadeus Holtzclaw himself has been sick. That Gen. told Jones that he would recommend him for     promotion and assignment to the Brig. If that happens, Jones would like to have Crenshaw on his staff. President Davis is mentioned, as are Confederate casualties and prisoners.  @"
"Crenshaw, Leroy A.","Crenshaw, Leroy A., Papers, 1849. Bept.1. Richmond, Va. 3.  Section A 1 item,  FEB 7 ""St  GUIDE"
"Crenshaw, Leroy A.","Crenshaw, Leroy A, Papers, 1849, Sept.1. Richmond, -Va.). 1 item. Sketch.     Letter of Leroy A.Crenshaw to Robert Shanks of Petersburg, Va., concerning transfer of land,"
"Crewes, Jamess","Crewes, JamesSe  Papers, 1857-1891.  70 itemse  Oxford (Granville Coe), NeCe residente  Collection contains miscellaneous business papers, legal papers, and personal correspondencee  Cataloged from Guidee  *lecs  1e Business records--North Carolina-—— Granville Countye 2«e Legal documents-—— North Carolinae 3e Oxford (NeCe )-—  Historye @  24 NOV 97 38000752 NDHYme"
"Criscoe, Jacob","Criscoe, Jacob  Papers, 1850-1852  Ashboro, N. C.  Section A OCT 10 “49  GUIDE  2  items"
"Criscoe, Jacob","Criscoe, Jacob. ay 3 E ay. Ashboro, i. : ;  N. 0, 2 items,     Personal letters to Jacob and Eliza Cris- coe from Milton Burrow."
"Crittenden, John Jordan","Crittenden, Jonn Jordan  Papers, 1786-1932  Frankfort, Franklin Co., Ky.  Cab. 28 541 items items  11-5-33 170 items 198 items  96 items  (see also bound vol, cards )  y  and Z vols. added, 2-2-3) added, 7-12-3) added, 3-9-l9 added, 4-8-9  1 item added, 9-12-51"
"Crittenden, John Jordan","Crittenden, John Jordan  Papers, 1786-1932  Frankfort, Franklin Co., Ky.  Cab. 28  item item item item item ‘item  added, added, added, added, added, added,"
"Crittenden, John Jordan","Crittenden, John Je (John Jordan), 1787-18636  Letters, 1835-1860-~  4 itemse  Kentucky Lawyer and statesman, from Frankfort (Franklin Coe )e  Letters written by Crittenden during the times when he served as a Ue Se senatore A letter to his sister and brother-in-law concern mostly personal and family matters with brief comment on Washington society, the inauguration of the next president, and the wife of Congressman Bell of Tennesseee Another letter is a response from Crittenden to the Governor of Maryland, Thomas He Hicks» concer ning his views against secession and in favor of the preservation of the Unione  03.MAY 95 32410179 NDHYme SEE NEXT CRD"
