Name,Text
"Harwood, William J. & W.B.Rose","Harwood, William J, & W.B.Rose, Papers, 1871.  Richmond, Va-  Section A"
"Harwood, William J. & W.B.Rose","Harwood, William J.& W.B.Rose,  Papers, 1871. Richmond, V,. 1 item. Sketch,     Copy of an @areement ooncerning transfer of land between William J Harwood and W.B.Rose of Richmond and Henrico Co.,Va.."
,"®SXHQN Z9TLIOONP#F SOOTS66T aoN  pue 7093 FO saTsenbTyuy Fo AZSTIOS |  qeqy *Sspsoo0es UOTSSe00R wWoss P2801 232B2D ©U0FZ9071109 pessevo0uduy. ®pue{300g FO SeTseNnbyyUy Fo AZSTIOS 24} UE ,~AEYSsZequem BSuTpuodsess0+,, S,112SPH 4WFM Buy Veep ssodeg “Swett Pp *678I-8781T ‘sseded eaozpuy £171eSeH (S90T-8P )  °SSN"
"Haskell, John Cheves","Haskell, John Cheves  Memoirs, 1861-1865  Abbeville, Abbeville Co., S. C. Cab. 95 1 item (Typescript--69 pp.) 4-25-58  GUIDE"
"Haskell, John Cheves","Haskell, John C. Memoirs, 1861-1865 Abbeville, Abbéville Co., S. C. 1 item(Typescript--69 pp.) Sketch.  John C. Haskell was one of seven brothers who served in the C. S. A. Army. He married Mary Hampton, daughter of Wade Hampton, was a planter, lawyer, and state legislator. He served in several positions during the Civil W ar and was in oharge of surrendering all artillery at Appomattox.  Haskell wrote his memoirs some thirty-eight years after the war.     This is a typescript"
"Haskell, John Cheves","BESS ods John Cheves 2 ° e original narrative and is not well con- nected as he fails to give any dates, but it  does give a good picture of the men with whom he served.  At the outbreak of war, Haskell was a 2na 1t. in the regular artillery, stationed at     Fort Moultrie. Later, this unit was sent to  . Virginia. Then he was an aide to Gen. J. E. Johnston, then to Gen. G. W. Smith, then he served under Longstreet and Lee, then commanded the N. CG. artillery under D. H. Hill, then a"
"Haskell, John Cheves","Haskell, John Cheves 2 battalion in Longstreets corps, and finally served as a member of the surrender commisgion under Lee. He was wounded several times and ill often.  Of interest are: Charleston, S. C., before the fall of Fort Sumter, p. 1; R. H. Anderson, p-l; a description of Joseph E. Johnston, pp.     2-3; description of Gustavus W. Smith, pp. 4-5; the character of Jefferson Davis, p. 4; the conduct of Col. Horace Randall, pp. 5-6; Battle of Ball's Bluff, pp, 6-7; reference to George Crittenden, p. 6; description of L. QqQ. C. Lamar"
"Haskell, John Cheves","Haskell, John Gheves 4_  pp. 7-8; description of Wade Hampton, pp. 8-9; description of Longstreet, pp. 9-10; descriptio of Beverly Johnston, brother of J. E. Johnston, 10-11; description of Hood, pp. 11-12; Toombs and the order of Gehl. Johnston for his arrest, p. 12; description of Ewell, p. 13; description     of Kirby-Smith, pp. 13-14; description of Jack- son, pp. 14-17; description of Gen. D. R. Jones p. 18; and description of Lee, p. 20. (Manylofo  these people he refers to briefly again through out the rest of his memoirs.)"
"Haskell, John Cheves","eves i) Battle of Seven Pines, pp. 19-24; Pickett, p. 21; Haskell's wound, pp. 21-24; D. H. Hill, pp. 26-30; Gen J. L. Petigru, pp. 36-27; action around New Bern, pp. 27-28; and Wash- ington, N. C. ,pp. 28-29; Brandy Station, pp. 51-32; Gettysburg, pp. 31, 32-39 (wounding of Hood, p. 83; Pickett and his charge, pp. 34-35}; death of Gen. Petigru at Williamsport, Md., p. 35; criticism of Lee, pp. 37-38; analysis of why the Southerners Lost at Gettysburg, pp. 37- 39; Bristol Station, p. 41; Battle of the Wilderness, pp. 42-46and the death of Gen."
"Haskell, John Cheves","Haskell, John Cheves 6 Wadsworth; wounding of Longstreet, pp. 43-44;  Cold Harbor, pp. 46-47; Siege of Petersburg, pp. 47-56; Battle of the Crator, pp. 48-52  and comments on the treatment of Negro soldiers and Negro prisoners; Jofin Pelham, p. 55; retrea to Richmond and the conditions in Richmond (looting), pp. 56-57; Gen. Custer's saddle, p. 59; retreat from Richmond, p. 61; Battle of Appomattox, p. 62; surrender at Appomattox, pp. 63-67; incident with Gen Custer, and his spurs that belonged to Santa Anna, pp. 64-65; N. C. Grant, p. 66; and last interview wkth Lee, p.  68. £"
"Haskell, John Cheves","Haskell, John Cheves ¥ (See Eminent and Representative Men of The Carolinas, Vol. I, p. 95.)  John Cheves Haskell's memoirs were published in 1960. See John Cheves Haskell, The Haskell Memoirs, Gilbert E. Swan and James W. Livingood, eds. (New York, 1960)."
"Haskell, William O.","Haskell, William 0. Papers, 1855-1888 Boston, Suffolk Co., Mass. 388 items  7-F 10-27-69"
"Haskell, William O.","Haskell, William O, Papers. Boston, Suffolk Co., Mass,     William 0. Haskell was a Bostonian business- man who owned the company, William 0. Haskell and Son,. For over forty years this company manufactured school furniture and other article During a panic in the 1870's or 1880's, Haskell's  business failed, and he was forced to declare  bankruptcy. He then moved, with his wife Sarah, to a farm near Mason, New Hampshire, where here mained until 1886. In that year he relocated in"
"Haskell, William O.","Haskell, William 0, 2 Malden, Mass., a town in the vicinity of Boston. Much of the correspondence in this collection is comprised of family letters. Haskell corres- ponded with his children, Harry, Edward, Frank, Mary, and William O., Jr. Also included are letters from Haskell's brothers and sisters, i. e., Andrew L., William, Jane, George, Ann D., Mary Isaac, and Lucy. Many of the letters deal with business matters, such as taxes, the payment of bills, mortgages, inquiries concerning the prices of"
"Haskell, William O.","Haskell, William 0, 2 goods, and orders for merchandise. Some of the business letters concern the renting and selling of the Blake House, a home in East Lebanon, New Hampshire, which Haskell owned.  John Brent, a friend of Haskell who had moved to Sanford, Florida, wrote several letters in the years 1881-1882 which describe Florida's     early development. Subjects Brent discussed include: the business boom, cattle raising, orange crops, the Everglades, lakes, the South Florida Railroad, and the town of Kissimmee,"
"Haskell, William O.","Haskell, William 0. 4  Haskell was interested in family genealogy and had prepared a family tree for the Haskell family. About twenty-five letters from 1880 through 1887 deal with the genealogy of the Haskells.  There is information on various other sub- jects, such as the Liberty and Republican     parties, a lecture given by Charles Dudley Warner, the assassination of James A. Garfield, and the opinion of a Northerner concerning the  South."
"Haskell, William O.","Haskell, William 0, >  The legal papers include 4 items: an agree- ment of sale of a patent right by Haskell to William W. Allcott; an agreement concerning the terms of payment; an agreement by I. A. Melvin, Reuben Hunter, and I. W. Sow to become copart- ners; and an abstract of the conveyances of a piece of Haskell's property."
"Haskins, John W.","Haskins, John W Letters and Papers. 1856-1876. Buckingham County, Virginia Section A 17 pieces  Mar. 11, 1937."
"Haskins, John W.","Haskins, John W. Sketch  Letters and Papers 1856-1876 17 pieces Buckingham county, Va.     This small set gives a brief glimpse of agricultural and educational conditions immediately after. the Civil War."
Hasler Family,"Hasler Family  Papers, 1861-1865 New York, New York  Section A 9 items"
Hasler Family,"Hasler familye  Papers, 1861-1865.  9 itemse  NeYe family including three sons in the Union armye  Collection contains letters from brothers, John, William, and’ George, to their parents, while stationed in various camps in Pennsylvania, Virginia, Maryland, and Tennesseee John reveals his unit to be: the Light Battery E, ist Pennsylvania: Artillerye He writes of an expected battle in Richmond, and of the Petersburg campaigne George was in Company H of the 13th New York Infantry Volunteerse Letter topics include family and money, neatth@, = camp Life, weather, troop movemen and military: paye  22 JUN 98 39330833 ” NDHYme SEE NEXT. CRD"
Hasler Family,"Hasler familye Papers, eee (Card 2) Cataloged from card cataloge *les le Hasler familye 2- Hasler, Johne 3e Hasler, Williame 4-e Hasler, Georgee Se United Statese Army--Military lifee 6e United Statese Armye Pennsylvania Artillery Regiment, iste 7e United Statese Armye New York Infantry Fegiment, 13the 8+ Soldiers-~-Uni ted States--Correspondencee Qe ' United States-——History—Civil War, 1861-1865. 10- Richmond (Vae )—-History--Civil War, 1861-1865- tile Petersburg (Vase )-- History—--Civil War, 1861-1865-  22. JUN 98 39330833 NDHYme"
Hasler Family,"Hasler Family. Papers. New York, New York     The collection contains letters from Union soldiers and breathers John, William and George Hasler to their parents. They were written between May, 1861, and May, 1865. There are four letters from John. They are dated May 12, 1861, from Camp Curtain, Harrisburg, Pennsy.; July 6, 1862, from a camp near City Point, Va.; July 17, 1862, from Har- rbson's Landing, Va.; and May 21, 1865, from Nashville, Tenn. In his letter from"
Hasler Family,"Hasler Family 2 City Point, Va., John gives his company name. He lists it as Light Battery E, lst Pennsyl- vania Artillery. There are three letters from George. They are dated July 9, 1861, from Camp Union, Bladensburg, Md.; Aug. 18, 1861, from Fort Bennett, Va.; and Aug. 1, 1862,     from Westover, Va. In his letter dated Aug. 1862, he gives his company name. He lists it as Company H of the 13th New York Volun- teers. In Phisterer's work, New York in the War of the Rebellion 1861-1865, a"
Hasler Family,"Hasler Family 3 summary is given of George's service. He was enrolled into service on April 27, 1861, at Dansville, N. Y. In May, 1862, he was mustered in as Captain of the 13th New York Infantry Volunteers. He was wounded and captured in action Aug. 30, 1862, at Manassas (Bull Run), Va. and died of his wounds Sept. 16, 1862, at Upperville, Va. There are two letters from William. They are dated July 14, 1864, from a camp near City Point, Va. and Jan. 19, 1865, from Lovettsville, Va."
Hasler Family,"Hasler Family 4     Topics discussed include family and money matters, their health, camp life, the weather and the number, movements and fighting skills of the troops. Among their concerns were: When they would receive their military pay; when it would be possible for them to return home; and the brothers' interest in each  others' and their parents' welfare,  While George was encamped at Camp Union near Baldensburg, Md. in July 1861, he men- tioned visiting both houses of the U.S. Con-+"
Hasler Family,"Hasler Family 5 gress. He said you could not hear much of the proceedings ""because there is such a continued hum.""  Two military campaigns are hinted at in the Haslers' letters. In John's letter, July 17, 1862, while at Harrison's Landing, Va., he said much activity was taking place     on the James River and that he expected to  ' be involved in a ""great battle"" to take Richmond. Since he was writing several days after the Seven Days: Battles (June 25-"
