Name,Text
"Swaim, Lyndon","Swaim, Lyndon Papers, 1844-1872 Greensboro, Guilford Co., N. C.  Section A 41 items & 1 vol.  Litem added, 1-22-62"
"Swaim, Lyndon","Swaim, Lyndon. Papers, 1844-1872. Greens-  boro.“N. GC, 31 items &1 vol. Sketch.     William Swaim edited the Greensboro Patriot, 1829-35. He was bold and aggressive in his stand against slavery. His paper was generally regarded as the unofficial organ of the N. C. Manumission Society. In 1839  Lyndon Swaim and M. S. Sherwood took over the publication of that paper. Their vartner-  Ship continued until 1854. Then Sherwood became sole publisher of the paper.  Lyndon Swaim was the son of Moses Swaim of Randolph County, @ C. Sometime before"
"Swaim, Lyndon","Swaim, Lyndon rk 2 1844 the Tatter moved‘his wife Adah and his  Other sons--Milton, Curran, Ben, and Henry-- to New Port, Ind. Lyndon remained in Greens- boro. In the autumn of 1845 Moses moved to Montgomery Co., Ohio,  The first letters in the collection are addressed to Lyndon from his father in New  Port and his brothers Currsn and Ben in Cincinnati. This correspondence mentions wages and commodity prices and teachers! salaries in that area; Methodists, Quakers, United Brethren, Abolitionists, and runaway  Slaves in New Port; @* rapid growth of"
"Swaim, Lyndon","Swaim, Lyndon 3 Cincinnati and the transportation routes converging there; interest of Curran in art and his studying with a Polish gentleman in Cincinnati named Rozienkiewicz and Ben's wages as a printer on the Presbyterian of the West, which then had 2400 subscribers. ""Other, papers include a letter of 1846 from JamesqMorehead which reviews the strength of the Whigs and Democrats in N. C. since 1836; a letter of July 11, 1847 from Ben Swaim in Chillicothe, Ohio, to John R. Sulli- van of @reensboro gives the population of Chillicothe and stat that most of the"
"Swaim, Lyndon","Swaim, Lyndon 4 settlers in Ohio were from northern states but most of those in Indiana were from N. C. and other southern states; Calvin H. Wiley wrote on Aug. 31, 1847 from Philadelnvhia about his novel being accepted by Harper's and of going to see Graham and how much  he offered him to run his novel in his maga-     zine; a letter from Augustine H. Shepperd,  a member of Congress, to Lyndon Swaim, setting forth the reasons why he thinks Zachary Tay- lor would have a better chance as the Whig oresidential candidate in 1848 than Henry  Clay, and also “ge of the fight in"
"Swaim, Lyndon","Swaim, Lyndon bs) Congress over the ratification of the Treaty of Guadalupe Hidalgo that ended the Mexican War; letter, perhaps written in the 1840's, by Daniel R. Goodlee to the Patriot--he supports Gov. Wm. A. Graham's invitation to Dutch immigrants to come to the southeastern coast of N. C. to develop that area and gives his views in support of free labor; letter of Feb. 5, 1849 refers to Carolinians in Iowa; in 1849 Ben and Curran Swaim were in N. Y¥. where Curran studied art under one Hagan; Letter of April 27, 1859 written by  Lyndon Swaim after oe had heard Edward"
"Swaim, Lyndon","Swaim, L yndon 6 Everett deliver his address in Raleigh on Washington and had visited New Bern, where he saw the ruins of Gov. Tryon's palace; contract dated Mar. 37, 1861 for making improvements on the Methodist Church, South of Greensboro; copy of a bill of 1864 to in- corporate Greensboro; letter of Oct. 23, 1870 which criticizes Wm. W. Holden; and an un- dated letter by Curran that gives his views ~ on spiritualism.  The volume is a journal of a trip Currafipand.hts-brother Henry made in 1852  from western Va. to @': Y. It describes"
"Swaim, Lyndon","Swaim, Lyndon _ ee their accommodations at taverns and traveling on ovlank roads; tells of their meeting a  man driving mules from Ky. to Va.; quotes on p.19 an old Va. woman to the effect that the Negroes had been holding a lot of religious meetings in her community lately, but they were going to break them up because they     wére unlawful in that state; comments on Lexington and Washington College and Vir- Sinia Military Institute; describes at length a Methodist camp meeting about six miles from Lexington, Va., a group of Negro men they  encounter, and some of the Va. towns and Washington, D. C.,"
"Swaim, Lyndon","Swaim, Lyndon 8 through which they passed; and comments on Vice-President Wm, R. King and the following members of Congress, all of whom they observed in the Capitol, and two of whom they saw later on a train: John Parker Hale, Sa Portland Chase, Lewis Cass, Andrew Pickens Butler, Jesse David Bright, Chas. Sumner, Solon Borland,     Geo. Edmund Badger, Stephen Aynold Douglas, Willie Person Mangum, Robt. Field Stockton, Jemes Shields, Samuel Houston, and Horace Mann,  For additional data on Lyndon Swaim see: Bettie D. Caldwell, comp., Founders and Build-"
"Swaim, Lyndon","pwalm, Lynaon y  ers of Greensboro, 1808-1908 (Greensboro, 1925); Ethel Ss. Arnett, Greensboro, North Carolina (Chapel Hill, c1955).  1 item added, 1-22-62: A letter concerning the settlement of William Evans's estate (Aug. 17, 1850).  See also:           Ethel Stephens Arnett, Greensboro, North Carolina; The County Seat of Guilford, and William Swaim, Fighting Editor: The Story of O. Henry's Grandfather."
"Swaim, William ","Swaim, William. Papers, 1830. Philadelphia, Philadelphia Co., Pennsylvania  Josiah C. Trent Collection in the l item, History of Medicine--MS8@, Div.  4~8-60 :"
"Swaim, William ","owaim, William. Papers, 1830. Philadelphia, Pennsylvania. 1 item. Sketch.  William Swaim, a Philadelphia doctor who presumably wasxa quack, advocates his Panacea, a patent medicine for ""different @Giseases."""
"Swain, David Lowry","Swain, David Le (David Lowry), 1801-  1868. Papers, 1839-[189-] itemse Governor of North Carolina and president of the University of North Carolina, Chapel Hille Cotlection contains Swain's routine  correspondence and a manuscript written by Dre Richard Harrison Speight, physician, containing reminiscences of Govenor Swain and of Professor WeHe Owen of the University of North Carolinae  Cataloged from Guidee  *les  10 AUG 98 39670140 NDHYme SEE NEXT"
"Swain, David Lowry","Swain, David Le (David Lowry), 1801-  1868- Papers, cece (Card 2)  le Swain, David Le (David Lowry); 1801-1 868. Ze Owen, Wee Je Fasyores ty of North Carolina (1793- 1962) 4-+e College presidents-- Correspondencee Se Governors--North Carolina--Correspondencee Ie Speight, Richard Harrisone  10 AUG 98 39670140 NDHYme"
