Name,Text
"Delafield, Edward","Delafield, Edward Papers, 1842-1859 New York, N. Y,.  Josiah C, Trent Collection in the History of Medicine--M8S, Div.  4-8-60  5 items"
"Delamar, F. C.","DeLamar, F. C.  Papers, 1861  n.ep. Section A  12-17-73"
"Delamar, F. C.","DeLamar, F. C. Papers. n.p.     The manuscript is a map entitled ""Plan of Battle of Manasas [sic] or Bull Run Sunday July 21st 1861 From Sketches on the Spot by F. C. DeLamar."" The identity of DeLamar is at present unknown, and it is not clear whether or not he made the map as well as the sketches upo which it was based."
"De La Mare, Walter John","De La Mare, Walter John Papers, 1934-1941 Hill House, Taplow, Buckinghamshire, England  18-E 8 items"
"De La Mare, Walter John","De La Mare, Walter John. Papers. Hill House, Taplow, Buckinghamshire, England     Walter John De La Mare was a British poet and novelist who lived from 1873 to 1956. The eight items consist of seven letters and a poem en- titled, ""The Enigma."" The first two letters are communications addressed to a friend by the name of Charles about their meeting for dinner at a club. De La Mare also reported having gone to the christening of his fourth grandchild, Walter Giles, by the grandchild's great-uncle, the Bishop of Salisbury, and then to a Christmas"
"De La Mare, Walter John","De La Mare, Walter John eae     party at a school in Bethnal Green. He com-  mented that he had ""never seen so happy, manage  able and courteous a collection of children."" Two letters to J. E. Hodgson concern arrang-  ing for the Hodgsons to visit De La Mare. To  a Miss Stafford, headmistress of some school,  he writes two letters analysing and praising  very highly the poetry of her young pupil Anne Brown. A letter addressed to Dr. J. Duane Up- ton of the Drake Memorial Museum in Garland, Pennsylvania, about making a contribution to the museum that Dr. Upton had requested"
"De La Mare, Walter John","De La Mare, Walter John ca completes the correspondence.  The poem, ""The Enigma,"" is about love being the prey of jealousy."
"Delane, John Thadeus","Delane, John Thadeus  Papers, 1861  London, England  XVIII-E 5-15-57"
"Delane, John Thadeus","Delane, John Thadeus. Papers, 1861. London, Eng. 1 item, Sketch  John Thadeus Delane was editor of the Lon- don Times from 1841-1877. This item is a draft of a letter from an unidentified Southerner in Washington, D. C., to Delane as editor of the London Times. The political crisis in 1861 in the U. S. is discussed, with references to the     organization of the U. 8. Govt. (based on the Constitution), the type of life found in various areas Of the country, the organization and development of political parties - saying that part of the strife of ry originated with"
"Delane, John Thadeus","Delane, John Thadeus 2 Hamilton and his policies and Jefferson and his, Slavery in the U. S., War of 1812, colonization of Negroes in Africa, admission of slave and free states, Missduri Compromise, J. C. Calhoun, compromise tariff of 1832, and other tariffs."
"De Lano, Horace Franklin","DE LANO, Horace Franklin Letters and Papers, 1846-54 Monmouth Co., Shrewsbury, N.J., and Texas  4 boxes Cab. 48 910 pieces  «* abi MT} Rei Jiivies"
"De Lano, Horace Franklin","DE LANO, Horace Franklin Letters and Papers 1846-54 Shrewsbury, N.J. and Texas 910 pieces Horace Franklin DeLano (1826-54) was born in Connecticut. He attended the U. 3S. Military Academy, West Point, graduating in July, 1849, when he was attached to the lst Dragoons. In 1850, however, he was made 2nd Lt. in the 2nd Dragoons, which rank he held in that unit until his death, In 1851 he was sent to frontier duty in Texas, being for the years 1851-52 A.A.Q.M. for Fort Mason, a post established by the gov=  ernment in 1851 for protection against the Co-"
"De Lano, Horace Franklin","DE _ LANG, HORACE FRANKLIN £ Manche Indians. in 1653 and 1654 he saw duty in New Mexico, returning to Texas early in 1854, He died at Fort Bliss, Texas, on May 24, 1854, Thegreat majority -of the items in this col- lection are routine papers connected with De- Lao's post as A.A.Q.M. at Fort Mason, and are records of supplies and equipment received and     disbursed, as well as food records, for he also was A, A. Chief of Substatence, Most of the cor- respondence is of a business nature, Practi-  cally the only personal correspondence is a few  letters from a G. P. Knapp who was a friend"
