Name,Text
"Davis, J. C.","Davis», Je Ce  Papers, 1881-1908-  19 itemse  North Carolina justice of the peacee  Collection is mainly Legal papers and some receiptse There is one bound docket booke  Unprocessed collectione Cataloged sree accession recordse  cs  27 NOV 96 36009696 NDHYme"
"Davis, James Jackson","Davis, James Jackson  Papers, 1862  Shannon, Lee County, Mississippi  Section A 22 items 10-13-78"
"Davis, James Jackson","Davis, James Jackson  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION  RECORDS."
"Davis, James Jackson","e Sece Ay, 6th 17:B  Davis, James Jacksone  Papers, 1854-1948 and nede  32 itemse  Member of the 43rd Regiment of the Mississippi Volunteerse«  Collection.contains a variety of items including a number of letters between JeJe Davis and his wife EeJeys whom he addresses as Bettye Neither knew the English Language well, but their Letters are quite informative about her home Life and his servicee They were both very religious and appear to have had deep respect and affection for one anothere His first letter gives Gainesville, Alae as the post offi ce and another was written after a retreat near  11._MAY 98 39100471 NDHYme SEE NEXT CRD"
"Davis, James Jackson","e Sece Ay, 6th 17:2B Davis, James Jacksone Papers, eee (Card 2) Faldwin,y Misse Partially processed collectione oe from accession recordse *Los  le Davis, James Jacksone 2e Confederate States of Americae Armye Mississippi Infantry pene fmt | 43rde  ge Mississippi-—History-——-Civ War, 1861-1865- 4.6 United States--History-—- Civil Wars 1861-1865-  11.MAY 98 39100471 .NDHYme"
"Davis, James Jackson","Davis, James Jackson. Papers. Shannon, Lee Co,, Mississippi     James Jackson Davis and his wife E.J.. Davis were residents of Shannon, Mississippi. They were landowners, and Mrs. Davis' family owned slaves. J.J. Davis served in the 43rd Regiment of Mississippi Volunteers during the Civil War.  The collection consists of sixteen letters from J.J. Davis to his wife, whom he calls Betty, and five letters, plus one fragment of a letter, from her to him, Included with the collection are four envelopes."
"Davis, James Jackson","Davis, James Jackson 2 e letters o -J. Davis were written during July, August, and September, 1862. A number of the early letters from J.J. Davis give Gaines- ville, Alabama, as his post office, but in Aug- ust the regiment moved into Mississippi. Davis refers often to health and clothing and occa- sionally to his regiment's movements and skir- mishes with Union troops. Both he and his wife refer to their children, relatives, and friends and express their religious convictions, Other subjects mentioned include crops, food, photo- graphs, camp life, pay, Negro body servants, the"
"Davis, James Jackson","James Jackson 3 ng of slaves, religion among the soldiers, and the hiring of substitutes by men who had been drafted,"
"Davis, James M.","e 6th 16:C Davis, James Me Papers, 1864. 2 itemse Civil War member of the South Carolina Volunteerse Two letters written by Davis to his wife in Camden, South Carolina, during the Civil Ware He wrote the week of  May 7-10, 1864, of his efforts to rejoin his commande  Unprocessed collectione Cataloged from accession recordse  lcs  27 NOV 96 36009691 NDHYme"
"Davis, Jasper","Davis, Jasper Papers, 1834-1868  Halifax co., Va. (Entered in the National Union Catalog of  as Davis Family Papers) XIII - £ 2-26-52 165 items  1 item added 5-14-57 3 items added 4-15-67  GUID:"
"Davis, Jasper","Davis, Jasper Papers, 1854-68 Halifax co., Va. 166 items Sketch.     Personal and student letters of the brothers and sisters of Jasper Davis of Halifax co., Va. Many of the earlier letters are from Sarah S.and Mefy Davis, who were both at Salem College. Jasp- er attended the Baptist Seminary at Richmond and also Yale. A letter of March 26, 1843, from Va.  comments on Millerism. A younger brother, M.D. Davis, also studied at the Baptist Seminary, and Champ T. N, pavis was reading law in 1848.  A letter of Dec, 7, 1860 pertains to Union sentiment in Va, and mentions Stephen A, Douglas"
