Name,Text
"More, Hannah","More, Hannah  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION  RECORDS."
"Moreau, Jacob Nicholas","Moreau, Jacob Nicholas  See also Paris. Bibliothéque Nationale. Département des Manuscrits. Moreau Collection"
"Morehead, Eugene","Morehead, Eugene. Papers, 1879-1892  Durham, Durham County, North Carolina  Cab. 99 276 items  11-10-62"
"Morehead, Eugene","Morehead, Eugene, 1845-1889. Papers, 1873-1893, n.d. Addition, 54 items (.1 Ting ft.)  Banker and business man -- Correspondence and printed material. Transferred: 5/12/1986 Accessioned: 5/23/1994 Acc. No.: 94-048"
"Morehead, Eugene","Morehead, Eugene. Papers, 1879-1892. Durhan, Durham County, North Carolina.  Eugene Morehead (1545-1559) was a pioneer banker of Durham. The son of Governor John Morehead of Greensboro, he graduated from the University of North Carolina in 1869 and later spent four years in Savannah, Georgia, where he married Lucy Lathrop in 1874. Mr. Morehead be-     gan the first banking operation in Durham in December, 1878, when he became the financial a- gent of six tobacce warehouses (Blackwell's, Planter's, Farmers', Reeaves', etc.). At this"
"Morehead, Eugene","Morehead, Eugene. 2 early period he conducted the office of deputy collector of internal revenue. On Jan. 1, 1834, Gerard S. Watts, wholesale tobacco dealer of Baltimore, Maryland, became his partner in Eu- gene Morehead and Co., with William M. Morgan as cashier. The Morehead papers reflect this bio- graphical data and cover the ten years of his residence in Durham.  In 1879 Mrs. Lucy Morehead, visiting in Savan- nah receives letters from Eugene Morehead. The correspondence of Mr. and Mrs. Morehead in these"
"Morehead, Eugene","Morehead, Eugene. Bt 3 papers is personal in character, dealing with family and local gossip as well as showing an interest in the First Presbyterian Church of Durham. Mrs. Lathrop. of Savannah is the grand- mother mentioned in the family letters.  George Washington Watts, secretary and trea- surer of W. Duke, Sons and Company, writes to     Eugene Morehead from their Chicago office on July 31, 1879, of local business and of the land purchased for building houses, later the old Watts and Morehead homes on South Duke Street,"
"Morehead, Eugene","Morehead, Eugene 4 for his family ana for the Morehead family.  The letters at Christmas in 1882 give a glimpse of George W. and Valina (Beall) Watts and their daughter Annie, with mention of Dr. A. G. Carr and the Camerons.  By 1885 frequent comment refers to John Lathrop Morehead, the young Morehead son.  On Apr. 17, 1886, Eugene Morehead writes of ""Old man Duke"" and his quarrel with ""Dick Wright,"" predicting a big law suit. From this time the papers reflect the business develop-"
"Morehead, Eugene","Morehead, Eugene a ment of Durham. As Eugene Morehead's increas- ing ill health forced him to be absent in Ashe- ville, New York, and Savannah in search of a cure, Wm. M. Morgan ran his bank and made al- most daily reports. Morehead's interest in the Durham Fertilizer Company of which Samuel 'Tate Morgan was president brings many comments. Reference is made in 1887 and 1888 to affairs of the Durham Graded School, as Mr. Morehead was on the first Board of Education and was its chairman in 1884. Of interest is the constant"
"Morehead, Eugene","Morehead, Eugene 6 need for capital as business expansion in Dur- ham progresses. Among the many tobacco com- panies mentioned are Blackwell's Durham Tobacco Company, Faucett and Company, and W. Duke, Sons and Company. The formation of the Bank of Dur- ham under William Thomas Blackwell is a part of this growth. Dominating the picture are the     Dukes (Washington; Ben and. Buck, ""the Busy B's"") Julian S. Carr, Sam T. Morgan, and George W. and Gerard Watts.  The death of Eugene Morehead on Feb. 27,  *See letter of Nov. 4, 1888."
"Morehead, Eugene","Morehead, Eugene 7 1889, in Savannah brought many expressions of respect both in the Daily Tobacco Plant of Mar. 4, 1889, and in a memorial booklet. His banking house was immediately reorganized by Washington Duke, J. S. Carr, W. W. Fuller, A. M. Rigsbee, W. M. Morgan, and G. S. Watts into the Morehead Banking Company (the predecessor of the        Citizens National Bank). The ae and receipts are those of Mrs. Lucy  Lathrop They belong to such local firms as Ellis-Stone's, the Markham Store, and Albright's  Millinery."
"Morehead, Eugene","Morehead, Eugene 8  Among the correspondents are J. Turner More- head, James Dinwiddie, Wm. M. Morgan, and George W. Watts.  Three account books of the Morehead banking Company are cataloged with those of the Citizens National Bank. These books date from 1903-1905, the last years of the Morehead Company, and are continued in its successor bank, Citizens National."
"Morehead, James","Morehead, James  the National Union Ca  James  Turner Morehead)  Papers, 1812-1939  Greensboro, Guilford Co., 420 items  208 items 6 items  added, 4-42 added, 5-42"
"Morehead, James Turner","MOREHEAD, James Turner, Jr. Papers. 1812-1939 Greensboro, N.C."" 420 pieses     This collection consists almost entirely of Papers pertaining to legal procedure of James Turner Morehead, Jr. of Greensboro, North Caro- lina. There is practically no biographical mat- erial in the set,  Colonel Morehead, son of James Turner More- head, a N.C. lawyer and a member of the United States Congress, 1851-53, was born May 28, 1838. He graduated from the University of North’ Caro- lina in 1858 with first distinction and complet- ed the study of law ‘eo"" Chief Justice"
"Morehead, James Turner","MOREHEAD, James Turner, Jr, Sketch.2 Pearson at Richmond Hill in 1860. He enlisted in the Fifty-third N.C. Regiment and advanced from second lieutenant to colonel. He was cap- tured March 25, 1865 at Hare's Hill at Peters- burg.  After the war he settled in Greensboro and began the practice of law, riding the circuit of Randolph, Rockinghan, Alamance, and Stokes coun- ties. At times he served the state in the leg- islature, once being president of the Senate and discharged the duties of Lieutenant-governor., (For a fuller treatment of his life see Ashe's ""Biographical History @ North Carolina"","
"Morehead, James Turner","MOREHEAD, James Turner, Jr, Papers. 1812-1939 Vol. 2, pp. 272-78.)  Included in this collection are old family papers dating back to 1812 and legal documents such as indentures, wills, notes, receipts, writs, and papers concerning legal cases. Among the more interesting cases are the following:  In 1871 Walter D. McAdoo of Greensboro order- ed and signed a contract with the James Hazlttt Co. of Baltimore, Md, for some whiskey. The whiskey wasn't delivered according to contract. McAdoo sued for damages. Morehead, aslawyer for the defendant, effected a compromise giving a  small sum to McAdoo ‘oOo hie cost.     (Sketch. 3)"
"Morehead, James Turner","MOREHEAD, James Turner, Jr, Sketch, 4,  There are some very interesting and full le- tters, written in 1876, illuminating the diffi- culties of the early manufacturers of plug and twist tobaccos,  In 1881 Morehead acted in behalf of half » blood brothers of John A. Mason, who died in Louisiana leaving the bulk of his property in Mississippi. The Civil Code of Louisiana pro- vided that the half brothers receive a portion, but the law of Mississippi was that half bloods should get nothing. Morehead was successful in his gm&@ endeaverming after FE. D. Farrar, an ass- Ociate lawyer, é issue before the Su-"
