Name,Text
"Armistead, Sue P.","Armistead, Sue P, Music Score Book  Scotch Hall, N. C.  50 Seleétions Boards: 334 x 25 om,  4-13-61 Transferred to Rare Book Room, 3-21-79."
"Armistead, Walker Keith","Armistead, Walker Keith  Papers, 1824-1827  Upperville, Loudoun Co., Va.  1 volume  12-14-70"
"Armistead, Walker Keith","Armistead, Walker Keith. Papers. Upperville, Loudoun Co., Va.     Walker Keith Armistead (ca. 1785-1845) was born in Virginia. He graduated fmm the U. S. Military Academy at West Point in 1803 and imme- diately began his military career. He held sev- eral different positions in the Army and at the  time this volume of letters was written was com- manding colonel of the Third Regiment of Artil- lery.  The letter book contains copies of incoming and outgoing correspondence. The several com-"
"Armistead, Walker Keith","Armistead, Walker Keith é panies of the Third Regiment were stationed at forts in Maryland, Virginia, and South Carolina. Letters from the commanding officers of these companies concern routine matters, such as courts-martial, supplies, recruitment, and the periodic reports required by the Army. Letters written by Armistead or his subalterns are like-     wise routine in content, and those from such figures as Samuel Cooper, John Adams Dix, Thomas Sidney Jesup, and Roger Jones reveal little  about their early te ge Letters of  July 22 and August 10, 18  » refer to contempla-"
"Armistead, Walker Keith","Armistead, Walker Keith ted changes in Army regulations."
"Armour, Donald John","Armour, Donald John Papers, 1904 London, England  Josiah C. Trent Collection in the History of Medicine--, Div.  4-8-60"
"Armstrong, E.H.","Armstrong, Ee He  Letter, 1863, Dece 186  1 iteme  Soldier in Civil Ware  Letter to his parents while in camp near Fredericksburg, Vae  Unprocessed cotlectione Cataloged from accession recorde  *pJj  le United States-——-History--Civil War, 1861-1865-e 2 Fredericksburg (Vae ), Battle of, 1862e 3e Soldiers-- Correspondencee  10 MAY 95 32452374 NDHYme"
"Armstrong, John","Armstrong, John Papers, 1827-1880 Greensburg, Westmoreland Co., Pa. Section A 26 items 9-26-58  Recataloged, 4-14-67"
"Armstrong, John","Armstrong, John. Papers, 1827-1880. Greensburg, Westmoreland Co., Pa.     John Armstrong and his son John, Jr. were lawyers in Greensburg, Pa. Their papers concern the settlement of estates and debts. In a lette of July 28, 1848, Gen. C. P. Markle wrote that his father would under no circumstances consider  becoming a candidate for governor. Other note- worthy items include a letter concerning the settlement of George Remaly's estate (Oct. 10, 1842); a prospectus from the publishing firm of  Blair and Rives relating to plans for The"
"Armstrong, John","Armstrong, John 2 Congressional Globe and Appendix (Oct. 4, 13845); and an affidavit discussing a deed for land in the Territory of New Mexico (July 31, 1880)."
"Armstrong, Thomas T","Armstrong, Thomas T. Letters. 1813 - 1833. Stokes County, North Carolina.  a : 5 pieces, iia 1 item added 4-4-51  JUL 14 404)"
