Name,Text
Bladen Cainty,"18  Bladen Cainty, North Carolina.  Transcript of Entry Taker's Book (Land Grants), 1778 - 1796. (Contemporary Copy)  Bladen County, N.C. 600 pp. Calf 38x25 cm,  This constitutes a very valuable record to the early history of @ Bladen County.  JUL 2 1941"
"Blair, Cynthia and Mildred","Blair, Cynthia and Mildred  Papers, (1852-59)189%  Randolph County, North Carolina  Section A 5 items ~ 75 items adde ment 1 item ""  GUIDE @"
"Blair, Cynthia and Mildred","Blair, Cynthia and Mildred. Papers, 1852-1892. Randolph County, N. C. 78 items. Sketch.     TM)  Ihe correspondence of these two teen-age girls with relatives and friends in Randolph County and the surrounding area. The letters contain family news and much on the social life in the pre-war period. Subjects include camp- meetings, revivals and religion at home, Trinit College in 1861, quiltings, singings,@reauest for payment for a barrel of whiskey, etc. A few of the letters fall in the spring of 1861 before"
"Blair, Cynthia and Mildred","Blair, Cynthia and Mildred. Sketch. ys wer is declared and show the reaction of the people as they await the outbreak of hostilitieg     Correspondents include Nancy and Elizabeth Royall, R. R. Tomlinson, Elizabeth and William 8. McGee, E. I. Julian, A. H. Ardella, and Del- phina Brown, Alson Kine, Betty Elder, Mary M. Miller (a cousin in Iowa) and Rachael Menden-  hall. Added 1-22-54, an invitation to A. Blair for  a New Year's Ball at Mound Spring, Jan. 1, 1855."
"Blair, Francis Preston","Blair, Francis Preston, (1791-1876) Papers, 1831-1867  Washington, D.C.  32 items l item added, aopeee? 1 A] "" ook 7=—70  1 item added, 3-1-73  23-G Recataloged, 12-31-65"
"Blair, Francis Preston","Blair, Francis Preston  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
"Blair, Francis Preston","Blair, Francis Preston, (1791+1876). ‘Papers. Washington, D.C.  * taal  Francis Preston Blair, Sr., journalist and politician, was a partner of John Cook Rives in the ownership of the Washington Daily Globe and the Congressional Globe. Those business papers of this partnership that are at Duke are in the John Cook Rives collection since Rives was the           financial manager of the newspaper partnership from 1833 until it was dissotved in 1849. The business papers in the Blair collection are those addressed specifically to Blair."
"Blair, Francis Preston","Blair, Francis Preston, ‘(1791-1876) 2  In a letter of Aug. 8, 1531, Benjamin F. Linton stated that James Ray of Kentucky remained a steadfast Jacksonian.  W.H. Hardwick of Virginia wrote Blair that he was a loyal Unionist and expressed his support for William C. Rives (July 6, 1833). Im a letter dated Feb. 18, 1835, R.C. Hancock of Manchester, Tenn., informed Blair that Tennessee Democrats favored Hugh Lawson White to succeed Jackson but would also give their support to Van Buren should he be selected as the party's nominee."
"Blair, Francis Preston","Blair, Francis Preston, von 5 George G. Skipwith of Columbia, Tenn., wrote Blair that his group supported Jackson, but not Van Buren (Feb. 2, 1841).  In a letter dated Nov. 17, 1837, J.W. McKee of Chesterville, S.C., stated that contrary to the remarks of the northern newspapers, the majority of the people in South Carolina was  aligned with Calhoun. It was McKee’s opinion that William Kennedy Clowney, Congressman from S.C., did not realize this situation and would have difficulties in the next election."
"Blair, Francis Preston","Blair, Francis Preston, (1791-1876) 4 Other significant items include a letter of June 7, 1847, concerning a legal transaction be-  tween Blair and Rives and the partnership of a Mr. Hess and a Mr. Ritchie, possibly Thomas Ritchie of the Richmond Enquirer. A letter from Cassius M. Clay to Montgomery Blair, son of Francis Preston Blair, Sr., is concerned with     the removal of the secretary of the American  legation in Russia. Clay expressed his enmity towards Senator Charles Sumner with whom he had disagreed on the doctrine of ""territoriality."""
"Blair, Francis Preston","Blair, Francis Preston ~1876)  I item added, 3-18-67 ee the Key Family .): A letter of Aug. 24, 1835, to Blair and his partner John Cook Rives from Francis Scott Key concerning an article and his subscription to the Globe.  1 item added, 6-17-70: List of subscribers for multiple copies of a speech Hugh Lawson  White made about the rechartering of the Second Bank of the United States and was being printed  at the Globe office, 1 f€em added, 3-1-73: Letter of January 3,"
"Blair, Francis Preston","Blair, Francis Preston, (1791-1876) 6 1852, to Francis Preston Blair and others from George Mifflin Dallas. In the letter Dallas declined the invitation to a festival being planned by the Jackson Democratic Association. He went on to praise Andrew Jackson and to  express hope for the unity of the Democratic Party."
"Blair, John, and Company","Blair, John, and Company (Embreeville, Tenn.).  See  JOHN BLAIR AND COMPANY (EMBREEVILLE, TENN.)."
"Blair, W. A.","Blair, We Ae Letters. 1835 - 1842. (Pioneer) Peoria, Ill.  Section A 10 pieces  NOVS 1933  nov 5 1934 @"
