Name,Text
"Poague, John","Poague, John  Papers, 1857-1878  Fancy Hill, Rockbridge Co., Va.  Section A 5 items 7-13-57  GUIDE"
"Poague, John","Poague, Johne  Papers, 1857-18766¢  5 itemse  Fancy Hill (Rockbridge Coe), Vae residente  Collection contains Poague’s papers and business letterse  Cataloged from Guidee  *les  le Poague, Johne 2e Rockbridge County (Vae)—-Historye 3e Business records-——-Virginia--—Rockbridge Countye  02 JUL 98 39390581 .NDHYme"
"Poague, John","Poague, John. Papers, 1857-1876. Fancy Hill, Rockbridge Co., Va. 5 items, Sketch     This collection pertains mostly to John Poague, of Fancy Hill, Va. He may have been a merchant. There is a J. & J. Poague & Co. at Fancy Hill.  This collection was originally a part of the Don Preston Peters Collection."
"Poague, William Thomas","Poague, William Thomas Papers, 1885-1905 Lexington, Rockbridge Co., Va.  14-D 25 items 1-27-58  GUIDE"
"Poague, William Thomas","Poague, William Thomas. Papers, 1885-1905, Lexington, Rockbridge Co., Va. 25 items. Sketc  Twenty-five personal and business letters from  Thomas Taylor Munford to Col. William Thos. Poague (1835-1914), dealing with personal and  business affairs and, above all, Virginia Mili- tary Institute, of which Poague was Treasurer     from 1885 to 1913,and Military Storekeeper from 1884 to 1912. Munford was a V. M, I. graduate in 1852, and served as President of the Board of Visitors (1884-1888). Poague was Secretary of the board. See L. G. Tyler, ed., Encycloped-  ia of Virginia — III, 77-78 (Munford),"
"Poague, William Thomas","Poague, William Thomas     and 219-220 (Poague).  For more information about Munford see the following collections in this department: Mun- ford-Ellis, Robert E. Cowart, James Fleming, and Charles Henry Talbott, Sr. and Jr. For more information about Poague see the John Poague  Collection,  Subjects include the Battles of Malvern Hill (July 1, 1862) and Five Forks (Apr. 1, 1865); politics in Va.; Washington College; old guns; and Fitzhugh Lee's Div. of Cav."
"Poague, William Thomas","Poague, William Thomas     Names mentioned include Gen. Francis Henney Smith, Jr., V. M. I. Superintendent from 1839 to 1889; Gen. Scott Shipp, V. M. I Superinten- dent from 1890 to 1907; ""Stonewall"" Jackson, and his wife Mary Anna (Morrison); Confederate Gens, R, E, Lee, D..H. Hill, Fitzhugh Lee, G. E.,  Pickett, and Thomas L. Rosser; and Union Gens. Benjamin Alvord, William F. Barry, David MecM,. Gregg, Andrew A. Humphreys, G. B. McClellan, P. H. Sheridan, and Gouverneur K. Warren. Munford writes (Nov. 6, 1903), ""for 50 years"
"Poague, William Thomas","Poague, William Thomas : 4     Genl Smith had it all his own way regardless of the Board of Visitors. ..."" His letter of Dec, 2, 1905 contains some interesting remarks about generals.  See Gunner with Stonewall: Remi niscences  of Willian EC; Poag ue ass, edited by Mon- roe F, Cockrell (Jackso n, Tenn., McCowat-Mer~ cer Press, 1957)."
"Pochmann, Henry August","Pochmann, Henry August  FOR INFORMATION ABOUT THIS COLLECTION OR ADDITIONS TO THIS COLLECTION, PLEASE ASK A STAFF MEMBER TO CONSULT THE ACCESSION RECORDS."
"Poe, Edgar Allan","Poe, Edgar Allan  Autograph . ""Annabel Lee,"" 4lvv.; ""The Bells,"" 99vv.; ""Dreams,"" 34vv.; ""The Lake,"" 2evv.; ""Politian,"" 2lpp.; ""The Raven"" (Alter- ations to stanzas 10, 11, in a letter to J, A. Shea), 5vv.; ""Tamerlane"" (incomplete), 1lOpp.;  ""UYlalume,"" 5pp.  ""Hens Phaall"" (incomplete), 20pp.; The Literati (notes and drafts entitled ""The Living Writers of America""), 8pp.; ""System of Dr. Tarr"
