Name,Text
A. B. Davis and Company,"A. B. Davis and Company (Philadelphia, Pa. )  See  Davis (A. B.) and Company"
A.H. Roscoe,"AeHe Roscoe (Firm: Nashville, Tenne )e  Journal, 1853, Septe-1857, Dece  1 item( 800 ppe )e  Wholesale and retail druggist and dealer in paints, oils, and dyestuffse  Summary: Journal (account book ) documents the sale of chemical and herbal drugs, paint and painting supplies, dyestuffs, personal and household supplies, and garden seeds to individuals and businessese  le Drugstores--Tennesseee 2e Paint shops--Equipment and supplies-—- Tennesseee 3e Dyes and dyeinge 46 Household supplies--Tennesseee 5c Herbs--Therapeutic usee 6+ Seed industry and trade--Tennessees 7e Nashville ite® nne )—--Commercee  20 MAY QO1 23804905 NDHYme"
Abbeville District,Abbeville District (8.C.)  See South Carolina. Abbeville District
"Abbott, William B","Abbott, William B.  Papers, 1862-1864 Frederick Co., Va.  Section A  5-16-57  GUIDE  10 items"
"Abbott, William B","Abbott, William B. Papers, 1862-1864, Fre- Gerick Co., Va. 10 items. Sketch     These are the papers of William B. Abbott, evidently a well-to-do farmer of Frederick Co., Va. There are several documents concerned with the evaluation of damage done to his property by C. S. A. troops in 1862, and.receipts in 1864 for hay bought from Abbott at various times in Aug., 1864 by the C. S. A. Army."
Abbott & Company,"Abbott & Company Papers, 1856-1871  Philadelphia, Pennsylvania  a  Section A 66 items  OCT 10 ""49"
"Abderhalden, Emil","Abderhalden, Emil Papers, 1919 Halle, Germany  Josiah C. Trent Collection in the History of Medicine--, Div,  4-8-60"
Abbott & Company,"Abbott & Company. Papers 1856-1871 Philadelphia, Pennsylvania, €     Miscellaneous letters concerning scales sold by Abbott & Company."
"Abel, Ernest L.","Abel, Ernest L. Papers, 1922-1952  West Palm Beach, Palm Beach Co., Fla.  Saat; 550 items & 8 vols. Box 1 of Labor Archives"
"Abel, Ernest L.","Abel, Ernest L. Papers. West Palm Beach, Palm Beach Co., Fla. _’ :     Ernest L. Abel was involved in postal union activity at least from the mid-1920s to the early 1950s. He served from 1925-1926 as Secretary-Treasurer for Local Union No. 749 of the National Federation of Post Office Clerks (AFL) and was State Representative for the  National Federation at the same time. In 1927, Abel became the first president of the Florida Federation of Post Office Clerks, His  union service included being President  Union No. 749 in 1945, and State Legislative Representative of the’ ® Florida"
